,,,,,,,,,,,,,,,,,,,,,
"34) Folk et al.
(2016)","Study tested the
effectiveness of a self-
administered, cognitive–
behavioral
intervention targeting
criminal thinking for
individuals in segregated
housing: Taking a Chance on
Change (TCC).
(Maryland DOC)","Open trial design. The
sample consisted of
273 individuals in
segregated housing.
Participation in TCC
was voluntary. All
individuals who will be
spending more than
90 days in segregated
housing are made
aware of the TCC
program
upon admission to
segregated housing.
Individuals who were
determined to have","1 - The “study utilized a
pre-post design without a
control group, allowing
for several threats to
validity. First, participants
were not randomly
selected from a pool of
possible participants (i.e.,
selection effects).
Although some exclusion
criteria existed,
participants were largely
self-selected, likely
resulting in self-
motivated inmates.
Second, the experience of
restrictive housing may","Pre and post intervention data on criminal thinking
were available for 72.2% of the study sample;
improvements in criminal thinking were identified
for general, proactive, and reactive criminal
thinking. Due to limited outcome data, the impact of
the TCC program on disciplinary infractions could
only be assessed for the first 48 individuals in the
restrictive housing units that completed the
program, represented only 24.4% of program
participants. For this subgroup, disciplinary
infractions declined significantly, and separate
analyses appeared to link changes in criminal
thinking to reduced disciplinary infractions.",,,,,,,,,,,,,,,,,
,,"the need for a
cognitive intervention
based on their pattern
of rule-violating
behavior or mental
health needs, as well
as individuals who are
referred for the
program by security
staff,
were prioritized for
inclusion. There were
no negative security
consequences for
individuals who
choose not to
participate or who
choose to stop
participation once
they began. There was
also no formal security
incentive for
participation in the
program.
(275)","have increased or
decreased criminal
thinking and disciplinary
infractions without the
presence of an
intervention (i.e., history
and maturation effects).
Third, participants can
change in settings where
participants receive little
attention and are
energized to change by
any attention. The
psychological changes
may have been due to
simply participating in an
intervention program,
regardless of its content.”
(279)",,,,,,,,,,,,,,,,,,
"35) Kersten et
al. (2016)","“This study investigated
whether higher attendance in
a skills-based group therapy
program designed for
inmates was associated with
fewer rule infractions as
reflected in the number of
disciplinary reports received
in a state correctional
system.” (37)","Design was a
retrospective analysis
that included all but
the highest risk/need
incarcerated
individuals. “Inmates
were referred by a
mental health
professional, case
worker, or
correctional officer, or
they were self-","1 - Study target
population included all
incarcerated individuals
(male and female) in the
state who had
participated in the START
NOW program between
2010 and 2013. Study had
no comparison group.","“Results indicate a significant reduction in the
receipt of disciplinary reports in the post program
period with a greater number of sessions attended.
A 5% decrease in the incident rate of disciplinary
reports was found for every session attended.
Despite the structural constraints present in
correctional settings, such as frequent movement
across facilities, this finding suggests that every
effort should be made to retain participants in the
program.” (40-1)",,,,,,,,,,,,,,,,,
,"Start Now is an evidence-
informed coping skills
therapy designed for
incarcerated individuals.
(Connecticut DOC)","referred. No
restrictions on primary
psychiatric diagnosis
or history of
infractions were
placed on
participation beyond
exclusion of inmates in
segregation. Initially,
the data contained
1,112 records. After
data cleaning, there
were 946 participation
events, representing
846 unique inmates.”
(38)",,"“[H]igher risk groups benefited most from more
program participation. This suggests that when
there is a waiting list of potential program
participants, priority should be given to members of
the groups with higher security risk. All diagnostic
groups appeared to benefit from greater
participation, although some groups more than
others. In particular, inmates with anxiety,
personality, and psychotic disorders had the
steepest downward predicted number of
disciplinary reports with more sessions attended.”
(41)",,,,,,,,,,,,,,,,,
"36) Lester et al.
(2020)","Research examining the
efficacy of cognitive
behavioral therapy (CBT) in
reducing recidivism, with
specific attention on how
treatment factors (risk needs
responsivity, or RNR)
contribute to outcomes.
(Participants were adult
males in custody in Canada.)","“NOTE: the data set
used was
approximately 20
years old at the time
the study was
published. The
data set was selected
due to the adequate
sample size for the
proposed analyses and
the fact that a
comparable
longitudinal data set
of similar quality
would require an
excessive amount of
resources.” (831)","1 - Study is a reanalysis of
existing data through a
CBT/RNR framework.
Initially the study was a
quasi-experimental
design with 2 treatment
groups and one
comparison group, with
no indication of random
assignment. “A final
sample of 448 persons in
custody were used for
the analyses. Of these
participants, 46.20% (n =
207) were exposed to a
100-hr treatment
program, 23.00% (n =
103) were exposed to
200-hr, and 38.80% (n =
138) were not exposed to","“Individuals belonging to the profile characterized
by reduced posttreatment criminal attitudes in both
dosage groups had the lowest rates of recidivism at
12-month follow-up relative to the no-treatment
group.” (841)
The authors assert, “[t]his study emphasizes three
overarching factors: (a) antisocial personality and
patterns, (b) treatment motivation, and (c) overall
risk level. Of these factors, antisocial personality and
behaviors (a facet of risk level in this study) was
most predictive of responsiveness to treatment.”
(841)",,,,,,,,,,,,,,,,,
,,,"any dosage of
treatment.” (834)",,,,,,,,,,,,,,,,,,
"37) Maroney et
al. (2021)","The effectiveness of the 8-
week mindfulness-based
cognitive therapy course for
depression within a prison
population is assessed. This
study examined how a
manualized mindfulness
approach to treating
depression, would affect a
cohort.
(Research was conducted in a
male prison in the UK.)","Open trial design: no
comparison group
used. A mindfulness-
based cognitive
therapy (MBCT)
program focused on
teaching structured
skills was
administered. These
skills can help
participants to lower
rates of anxiety,
depression, and
suicidality. They would
also learn to recognize
when their mood was
lowering and to be
able to do something
about this before it
became too difficult.
Twelve participants
initially attended.
However, one
subsequently left
voluntarily and four
were moved to other
prisons. The remaining
seven completed the
program. (199)","1 - Pre-post comparisons
of participant perceptions
after 8 weeks of the
MBCT program. Overall
validity of results
hampered by small
sample size and lack of
definite measures. The
authors state, “[t]his was
an audit of a single
program in one
establishment;
consequently,
generalizations need to
be treated with extreme
caution.” (202)","“Participants expressed the view that the program
needed to be longer as their circumstances were
different from a more traditional depression group,
with added difficulties in the type and range of
emotion felt and issues around safety in the group.
They all considered that they benefited from
mindful movement and that this was a
breakthrough for them, in terms of noticing a
reduction in hyperarousal states and generally
helping with extreme aches and pains in the body.”
(200)",,,,,,,,,,,,,,,,,
"38) Timmerman
& Emmelkamp
(2005)","Examination of “the effects
of an intramural cognitive-
behavioral treatment for
forensic inpatients with
personality disorders in a","“The participants were
39 inpatients of the
Forensic Psychiatric
Center Veldzicht. In
their first year of","1 - No control or
comparison group used
“because it was
considered unethical to
withhold potentially","“Results of the study suggest that multidisciplinary
cognitive behavioral intramural treatment in a high
security hospital is effective in improving coping
skills, interpersonal functioning, and well-being of
offenders with serious personality disorders, but the",,,,,,,,,,,,,,,,,
,"high-security hospital.
Treatment was aimed at
modifying maladaptive
coping and social skills, at
enhancing social awareness,
at reducing egoistic and
oppositional behaviors, and
at reducing psychological
complaints. The patients all
had committed serious
crimes (violence, arson,
sexual offences).” (590)
(Study was a psychiatric
hospital in the Netherlands.)","involuntary
commitment, patients
were asked to
participate in a
therapy outcome
study. Of the 60
patients who were
selected to
participate, 10
refused. Another 11
participants were
incapable
participating.” (593)","helpful (elements of)
treatment from patients.”
(604)
“Participants completed
several self-report
measures that were
either used for treatment
outcome measurement
or for additional
diagnostic purposes. The
self-report questionnaires
were administered by
computer. Every 6 to 8
months, the patients
were reexamined using
nearly all self-report
measures as were used at
baseline. Two members
of the staff filled in a
standardized observation
scale, parallel to the
information supplied by
the patients themselves,
with reference to the
functioning of the
patients.” (593)","results are limited. Though the emphasis of the
multidisciplinary treatment was very much on the
cognitive behavioral milieu, it is impossible to
attribute treatment outcome exclusively to this
specific element of treatment.” (600)
“After 2 1/2 years of treatment, patients also were
less likely to react with anxiety, fear, anger, or
aggression in stressful situations. These changes
could also be related to treatment in which patients
are encouraged to be open about their feelings and
are taught alternative behaviors to cope with
unpleasant feelings and stressful situations. Patients
reported significantly fewer avoiding coping
strategies and more social support seeking coping
strategies than at baseline. With respect to
assertiveness, patients reported less anxiety in
interpersonal assertive behaviors, though they were
not acting assertively more frequently.” (602)",,,,,,,,,,,,,,,,,
"39) Walters
(2017)","Lifestyle Issues class: 10-
week cognitive behavioral
intervention for men
Note: this study is a re-
analysis of data collected by
the researcher almost two
decades earlier.","Quasi-experimental
design: pre-post
program comparisons,
with separate wait list
control group
Sample: 219
volunteers
participated in class
between May 1999","1 - Weak research design;
Wait list Control group
(n=49) was not
comparable to the
original treatment group.
Small sample size was
also a limitation noted by
researcher.","Criminal Thinking at the pre-test level varied.
“Prisoners who displayed a drop in GCT scores
between pre-test and post-test levels were
significantly more likely to show a reduction in
prison misconduct, whereas prison misconduct was
likely to escalate among those who displayed a rise
in criminal l thinking scores from pre-test to post-
test.” (457)
The author notes the following:",,,,,,,,,,,,,,,,,
,"(Medium-security federal
correctional facility in the
Northeast)","and July 2002; 21
received the
intervention
immediately and 198
after a period on wait
list.",,"“Even though the PICTS GCT score normally
correlates negatively with
prison misconduct (Walters, 2007; 2012), the lowest
scoring participants (GCT<T-score of 50) from the
current study were at increased risk for poor
institutional adjustment after participating in the
Lifestyle Issues cognitive behavioral program.
Hence, inmates presenting with low levels of
criminal thinking at the beginning of a cognitive
behavioral intervention were at increased risk for
elevated prison misconduct.” (465)",,,,,,,,,,,,,,,,,
"40) Wolf et al.
(2012)","Seeking Safety Program
(Unspecified location)","Open trial design: no
comparison group
used, but program
completers were
compared to non-
completers. “Of the
111 assigned to
Seeking Safety, 74
(67%) completed the
program, i.e., they
were enrolled at the
beginning and end of
the intervention
(70%).
Note: “People
“completed” the
program if they had no
more
than two unexcused
absences (absences
were excused for
medical, legal, or
personal visits, or
institutional
irregularities that","1 - Pre-post comparisons
of the total score for the
PTSD checklist and Global
Severity Index (GSI) for
women who completed
the SS program. Several
limitations of this study
were noted by authors,
including lack of a control
group, high drop-out rate
(33%), no measures of
substance use, and no
post-program follow-up
data. (708)","“Clinical results of this open trial offer support for
the effective treatment of PTSD among female
inmates with PTSD, SUD, and other serious mental
illnesses. Treatment completers showed significant
improvements from pre- to post-treatment on
overall PTSD symptoms and global severity of illness,
with medium effect sizes for both domains. On
average, for the full sample of completers scores
decreased by 8.5 points, a 22% reduction from the
baseline average.” (708)",,,,,,,,,,,,,,,,,
,,"prevented movement)
and did not voluntarily
drop out of the
program.” (705)",,,,,,,,,,,,,,,,,,,
"41) Zlotnick et
al. (2003)","Original pilot study of
Seeking Safety (SS)
Therapeutic Community
treatment program for
women with substance use
disorder and PTSD
(Unspecified location)","Pilot study with a
sample size of 17
incarcerated women
with co-occurring
PTSD and SUD.
Participants PTSD and
substance use was
examined at 3-months
post program
completion; recidivism
was also examined at
3-moth post-release.","1 - Pilot study with a
small sample (n=17) and
no control group.","33% return to prison rate 3-months post-release,
but improvements noted at 3-month follow-up in
PTSD and SUD, as measured by clinical interview
and urinalysis. “Overall, our data suggest that
Seeking Safety treatment appears to be appealing to
incarcerated women with SUD and PTSD and that
the treatment has the potential to be beneficial,
especially for improving PTSD symptoms. However,
these findings are tentative given that there was no
control group.” (99)",,,,,,,,,,,,,,,,,
"42) Randall et
al. (2019)","The CBT for insomnia
intervention was a single CBT
session of 60-70 minutes
paired with a self-
management pamphlet. The
session addressed the body’s
natural sleep cycle, factors
impacting sleep, and sleep
restriction. The pamphlet
addressed stimulus control,
cognitive control, and the use
of imagery distraction
techniques.
(UK prison)","30 subjects who were
self- or staff-referred
to the Mental Health
team with a principal
complaint of acute
insomnia and at least
6 months remaining
on their sentence
were selected for the
study. Acute insomnia
was defined using
DSM-5 criteria, but
with a duration
between 2 weeks to 3
months.
Pre- and post-test
measures included the
Insomnia Severity
Index (ISI), a Patient
Health Questionnaire","1 - “Paired t-tests were
used to determine
significant differences
between pre and post
scores on the ISI, GAD,
and PHQ. Additionally,
paired t-tests were
undertaken on sleep
diary derived measures of
SL, WASO, TST, and SE.”
(832)
“Within group Cohen’s
d’s were calculated to
z
examine the effect size of
changes in the scales.”
(832)
Limitations noted in the
study include the lack of a
control group, the limited","Participants experienced a significant reduction in
ISI and GAD scores and depressive symptomatology
4 weeks post-intervention. Significant increases in
TST and SE and significant decreases in SL and
WASO were also noted. Calculated effect sizes using
group mean change scores were all moderate to
strong ranging between .77 and 2.35.
Remission rates based on ISI score changes were
73.33%, and compliance was 90%, with compliance
defined as adherence to prescribed time to bed or
prescribed time out of bed in the first week post-
intervention.",,,,,,,,,,,,,,,,,
,,"(PHQ), a Generalized
Anxiety Disorder
assessment (GAD),
and a daily sleep diary
used throughout the
study period. Sleep
diary measures
included sleep latency
(SL), wake after sleep
onset (WASO), total
sleep time (TST), and
sleep efficiency (SE).
.
Pre-test measures
were completed 1
week prior to the
intervention and post-
test measures were
completed 4 weeks
post-intervention.
Remission status was
defined as a reduction
of >7 points on the ISI.","follow-up period, the fact
some subjects
participated in additional
support sessions, and the
small sample size.",,,,,,,,,,,,,,,,,,
"43) Nixon et al.
(2006)","A psycho-educational
gambling program focused
on awareness of gambling
and problem gambling,
cognitive distortions, and
attitudes towards gambling.
The program consisting of 6,
90-minute sessions delivered
twice a week for 3 weeks.
Program content was
presented by a facilitator and","Subjects volunteered
for the program.
Subjects were
surveyed at the
beginning and end of
the program using a
combination of
problem gambling
instruments to
measure any changes
in their awareness of
problem gambling,
attitudes towards","1 - “Paired t tests were
conducted to test for
changes in attitudes,
cognitive errors, odds
calculation, gambling
frequency past year,
CPGI, and SOGS past
year.” (7)
Limitations of the study
included the lack of a
control group, the
relatively small sample","“Gambling screen results revealed a significant
increase in cognitive error recognition, and attitudes
towards gambling became significantly more
negative. The program did not render any
significant differences in math skill score, Canadian
Problem Gambling Index (CPGI) score, or past-year
South Oaks Gambling Screen (SOGS) score.” (1)",,,,,,,,,,,,,,,,,
,"supported by interactive
workbooks.
(The program was delivered
from 2002-2004 at the
Lethbridge Correctional
Facility in Alberta, Canada.)","gambling, odds (math)
calculation skills,
cognitive skills, and
behavior. Pre- and
post-program
assessments included
the Canadian Problem
Gambling Index
(CPGI), the South Oaks
Gambling Screen
(SOGS), and a
gambling
questionnaire aimed
at cognitive errors,
attitudes, and odds
calculation.
71 subjects completed
the initial assessment,
but due to attrition
only 49 subjects
completed the psycho-
educational program
and post-program
assessment.","size, the program’s
limited duration and
focus on cognitive
distortions.",,,,,,,,,,,,,,,,,,
